time,open,high,low,close,PSAR,Long Start,Buy Label,Short Start,Sell Label,,Volume,Volume MA,PSAR,Long Start,Buy Label,Short Start,Sell Label,,PSAR,Long Start,Buy Label,Short Start,Sell Label,,ADX,RSI
1590769800,22510,22510,22504,22504,NaN,NaN,NaN,NaN,NaN,NaN,4,3.55,22535,NaN,NaN,NaN,NaN,22507,22535,NaN,NaN,NaN,NaN,22507,25.812331166317747,42.836571022438854
1590770100,22500,22515,22500,22515,NaN,NaN,NaN,NaN,NaN,NaN,2,3.45,22524.6,NaN,NaN,NaN,NaN,22507.5,22524.6,NaN,NaN,NaN,NaN,22507.5,25.911939970241228,44.651745710691145
1590771000,22480,22480,22450,22450,NaN,NaN,NaN,NaN,NaN,NaN,4,3.35,22516.28,NaN,NaN,NaN,NaN,22465,22516.28,NaN,NaN,NaN,NaN,22465,26.893407484601646,37.14565900102998
1590771300,22550,22604,22550,22604,NaN,NaN,NaN,NaN,NaN,NaN,6,3.55,22450,22450,22450,NaN,NaN,22577,22450,22450,22450,NaN,NaN,22577,25.267178459158096,56.012417068972404
1590771600,22565,22565,22552,22552,NaN,NaN,NaN,NaN,NaN,NaN,2,3.5,22450,NaN,NaN,NaN,NaN,22558.5,22450,NaN,NaN,NaN,NaN,22558.5,23.757108649817656,50.50024467713059
1590771900,22548,22560,22548,22560,NaN,NaN,NaN,NaN,NaN,NaN,2,3.5,22480.8,NaN,NaN,NaN,NaN,22554,22480.8,NaN,NaN,NaN,NaN,22554,22.268684551909747,51.294369864551925
1590773400,22535,22535,22535,22535,NaN,NaN,NaN,NaN,NaN,NaN,1,3.5,22505.44,NaN,NaN,NaN,NaN,22535,22505.44,NaN,NaN,NaN,NaN,22535,20.75618232978939,48.66680492369073
1590773700,22522,22522,22504,22504,NaN,NaN,NaN,NaN,NaN,NaN,2,3.55,22604,NaN,NaN,22604,22604,22513,22604,NaN,NaN,22604,22604,22513,19.994714116634054,45.55088057399447
1590774600,22500,22500,22500,22500,NaN,NaN,NaN,NaN,NaN,NaN,1,3.3,22584,NaN,NaN,NaN,NaN,22500,22584,NaN,NaN,NaN,NaN,22500,19.36783959036927,45.149194241359005
1590774900,22521,22521,22521,22521,NaN,NaN,NaN,NaN,NaN,NaN,1,3.3,22564.68,NaN,NaN,NaN,NaN,22521,22563.84,NaN,NaN,NaN,NaN,22521,18.261780907584637,47.75406837142963
1590775500,22577,22633,22577,22633,NaN,NaN,NaN,NaN,NaN,NaN,5,3.35,22500,22500,22500,NaN,NaN,22605,22500,22500,22500,NaN,NaN,22605,18.71865744091992,58.95081156637436
1590775800,22610,22610,22610,22610,NaN,NaN,NaN,NaN,NaN,NaN,1,3.15,22521,NaN,NaN,NaN,NaN,22610,22521,NaN,NaN,NaN,NaN,22610,19.142899936159825,56.28325907736481
1590776100,22638,22650,22638,22650,NaN,NaN,NaN,NaN,NaN,NaN,2,3.2,22543.4,NaN,NaN,NaN,NaN,22644,22543.4,NaN,NaN,NaN,NaN,22644,20.086682979855468,59.69878918826544
1590776700,22655,22666,22655,22666,NaN,NaN,NaN,NaN,NaN,NaN,2,3.25,22567.918,NaN,NaN,NaN,NaN,22660.5,22568.984,NaN,NaN,NaN,NaN,22660.5,21.16674378982572,61.010980999678324
1590777600,22601,22601,22601,22601,NaN,NaN,NaN,NaN,NaN,NaN,1,3.15,22593.41932,NaN,NaN,NaN,NaN,22601,22596.14848,NaN,NaN,NaN,NaN,22601,20.88647946978605,53.40371264552421
1590778200,22500,22526,22499,22526,NaN,NaN,NaN,NaN,NaN,NaN,6,2.6,22666,NaN,NaN,22666,22666,22512.75,22666,NaN,NaN,22666,22666,22512.75,19.944773399875253,46.23952885079901
1590778500,22552,22671,22552,22671,NaN,NaN,NaN,NaN,NaN,NaN,4,2.65,22499,22499,22499,NaN,NaN,22611.5,22499,22499,22499,NaN,NaN,22611.5,19.860138639521047,57.97698323203104
1590974100,23000,23250,23000,23221,NaN,NaN,NaN,NaN,NaN,NaN,36,4.35,22499,NaN,NaN,NaN,NaN,23117.75,22499,NaN,NaN,NaN,NaN,23117.75,22.762796006493218,77.78730368888681
1590974400,23258,23350,23200,23339,NaN,NaN,NaN,NaN,NaN,NaN,34,6,22552,NaN,NaN,NaN,NaN,23286.75,22552,NaN,NaN,NaN,NaN,23286.75,25.70422826362149,79.96907524290239
1590974700,23300,23355,23300,23314,NaN,NaN,NaN,NaN,NaN,NaN,21,6.85,22759.48,NaN,NaN,NaN,NaN,23317.25,22775.44,NaN,NaN,NaN,NaN,23317.25,28.44759775470181,78.21621426577806
1590975000,23310,23390,23270,23270,NaN,NaN,NaN,NaN,NaN,NaN,27,8,22932.1808,NaN,NaN,NaN,NaN,23310,22949.307999999997,NaN,NaN,NaN,NaN,23310,31.082272603809418,75.09630945003086
1590975300,23306,23320,23265,23304,NaN,NaN,NaN,NaN,NaN,NaN,14,8.6,23069.52656,NaN,NaN,NaN,NaN,23298.75,23081.5156,NaN,NaN,NaN,NaN,23298.75,33.467233295159744,75.89639687459737
1590975600,23329,23435,23329,23424,NaN,NaN,NaN,NaN,NaN,NaN,29,9.85,23165.668591999998,NaN,NaN,NaN,NaN,23379.25,23174.06092,NaN,NaN,NaN,NaN,23379.25,35.971878700549944,78.51944491937682
1590975900,23472,23472,23401,23401,NaN,NaN,NaN,NaN,NaN,NaN,14,10.25,23246.468014399998,NaN,NaN,NaN,NaN,23436.5,23252.342644,NaN,NaN,NaN,NaN,23436.5,38.38323981340307,76.79445945974828
1590976200,23375,23375,23312,23312,NaN,NaN,NaN,NaN,NaN,NaN,8,10.55,23472,NaN,NaN,23472,23472,23343.5,23472,NaN,NaN,23472,23472,23343.5,39.53350761042879,70.35363295877431
1590976500,23333,23358,23333,23358,NaN,NaN,NaN,NaN,NaN,NaN,4,10.65,23472,NaN,NaN,NaN,NaN,23345.5,23472,NaN,NaN,NaN,NaN,23345.5,40.60161342195268,71.67590339545404
1590976800,23360,23360,23345,23350,NaN,NaN,NaN,NaN,NaN,NaN,9,11.05,23440,NaN,NaN,NaN,NaN,23353.75,23440,NaN,NaN,NaN,NaN,23353.75,41.601017641394485,71.08212275411755
1590977100,23317,23335,23317,23335,NaN,NaN,NaN,NaN,NaN,NaN,3,11.1,23414.4,NaN,NaN,NaN,NaN,23326,23414.4,NaN,NaN,NaN,NaN,23326,42.15347702483576,69.91263816028106
1590977400,23352,23361,23323,23354,NaN,NaN,NaN,NaN,NaN,NaN,17,11.9,23393.920000000002,NaN,NaN,NaN,NaN,23347.5,23393.920000000002,NaN,NaN,NaN,NaN,23347.5,42.785507795374755,70.57306716664165
1590977700,23359,23359,23332,23340,NaN,NaN,NaN,NaN,NaN,NaN,9,12.3,23377.536,NaN,NaN,NaN,NaN,23347.5,23377.536,NaN,NaN,NaN,NaN,23347.5,43.372393510875256,69.36486203682219
1590978000,23310,23310,23310,23310,NaN,NaN,NaN,NaN,NaN,NaN,1,12.1,23364.4288,NaN,NaN,NaN,NaN,23310,23364.4288,NaN,NaN,NaN,NaN,23310,43.580097344639775,66.7285823492456
1590978300,23340,23367,23340,23362,NaN,NaN,NaN,NaN,NaN,NaN,12,12.65,23310,23310,23310,NaN,NaN,23352.25,23310,23310,23310,NaN,NaN,23352.25,44.08087749876242,68.93264061045478
1590978600,23365,23365,23331,23331,NaN,NaN,NaN,NaN,NaN,NaN,7,12.9,23310,NaN,NaN,NaN,NaN,23348,23310,NaN,NaN,NaN,NaN,23348,44.40109097197625,66.12053791947558
1590978900,23339,23350,23339,23347,NaN,NaN,NaN,NaN,NaN,NaN,4,13,23321.4,NaN,NaN,NaN,NaN,23343.75,23321.4,NaN,NaN,NaN,NaN,23343.75,44.69843205424624,66.87172490768097
1590979200,23368,23430,23368,23417,NaN,NaN,NaN,NaN,NaN,NaN,12,13.55,23330.52,NaN,NaN,NaN,NaN,23395.75,23330.52,NaN,NaN,NaN,NaN,23395.75,45.42225559986157,70.0051609005855
1590979500,23410,23420,23386,23386,NaN,NaN,NaN,NaN,NaN,NaN,6,13.55,23339,NaN,NaN,NaN,NaN,23400.5,23339,NaN,NaN,NaN,NaN,23400.5,46.094377463647234,66.98355024541377
1590980100,23387,23394,23387,23394,NaN,NaN,NaN,NaN,NaN,NaN,3,13.5,23359.93,NaN,NaN,NaN,NaN,23390.5,23360.84,NaN,NaN,NaN,NaN,23390.5,46.71849062287678,67.37490730821298
1590980400,23400,23424,23400,23424,NaN,NaN,NaN,NaN,NaN,NaN,9,12.15,23376.0461,NaN,NaN,NaN,NaN,23412,23377.4384,NaN,NaN,NaN,NaN,23412,47.47222486803434,68.86530893479835
1590980700,23414,23455,23414,23424,NaN,NaN,NaN,NaN,NaN,NaN,9,10.9,23387,NaN,NaN,NaN,NaN,23426.75,23387,NaN,NaN,NaN,NaN,23426.75,48.34511358151211,68.86530893479835
1590981000,23394,23394,23394,23394,NaN,NaN,NaN,NaN,NaN,NaN,2,9.95,23455,NaN,NaN,23455,23455,23394,23455,NaN,NaN,23455,23455,23394,48.72347193419348,65.4003279586768
1590981300,23384,23403,23381,23403,NaN,NaN,NaN,NaN,NaN,NaN,4,8.8,23455,NaN,NaN,NaN,NaN,23392.75,23455,NaN,NaN,NaN,NaN,23392.75,48.79126037388921,65.9537739809702
1590981600,23380,23385,23379,23385,NaN,NaN,NaN,NaN,NaN,NaN,4,8.3,23437.98,NaN,NaN,NaN,NaN,23382.25,23437.24,NaN,NaN,NaN,NaN,23382.25,48.80863784513793,63.75719330983257
1590982200,23370,23385,23362,23385,NaN,NaN,NaN,NaN,NaN,NaN,3,7,23422.6452,NaN,NaN,NaN,NaN,23375.5,23420.932800000002,NaN,NaN,NaN,NaN,23375.5,48.425018442962894,63.75719330983258
1590983400,23393,23393,23355,23355,NaN,NaN,NaN,NaN,NaN,NaN,4,6.5,23405.058092,NaN,NaN,NaN,NaN,23374,23403.25296,NaN,NaN,NaN,NaN,23374,48.144252471030654,59.90099250656379
1590983700,23350,23382,23350,23382,NaN,NaN,NaN,NaN,NaN,NaN,5,6.35,23393,NaN,NaN,NaN,NaN,23366,23393,NaN,NaN,NaN,NaN,23366,47.75541549808152,62.12149117336493
